trip_id,driver_id,city_id,pickup_area,dropoff_area,pickup_time,dropoff_time,distance_km,base_fare,surge_multiplier,final_fare,payment_method,trip_status,passenger_rating
410,36,2,Railway Station,IT Park,2024-04-11 14:41:00,2024-04-11 17:45:00,26.35,408.14,1.0,408.14,Wallet,Completed,3
411,21,1,Market,Airport,2024-12-16 21:05:00,2024-12-16 21:35:00,6.4,91.58,1.0,91.58,Wallet,Completed,4
412,11,5,Railway Station,Railway Station,2024-06-28 17:51:00,2024-06-28 19:18:00,20.74,252.33,2.53,638.39,Cash,Completed,5
413,16,5,IT Park,College,2024-11-13 21:55:00,2024-11-14 00:52:00,37.71,501.6,1.0,501.6,Wallet,Cancelled,
414,2,2,Airport,Hotel,2024-06-18 08:34:00,2024-06-18 09:32:00,10.72,164.78,1.0,164.78,Card,Completed,3
415,43,2,Airport,Railway Station,2024-09-26 04:10:00,2024-09-26 04:34:00,4.11,51.81,1.0,51.81,Wallet,Completed,4
416,43,2,Bus Stand,Railway Station,2024-05-18 17:58:00,2024-05-18 20:52:00,30.21,541.19,2.6,1407.09,Wallet,Completed,4
417,32,8,Suburb,Bus Stand,2024-11-01 15:11:00,2024-11-01 16:06:00,10.15,190.15,1.0,190.15,Wallet,Completed,3
418,22,2,Bus Stand,IT Park,2024-09-07 12:10:00,2024-09-07 12:20:00,2.3,37.89,1.0,37.89,Cash,No-show,
419,41,1,Hotel,City Mall,2024-05-11 20:56:00,2024-05-12 02:02:00,45.0,851.53,1.0,851.53,Cash,Completed,4
420,47,2,Market,Hospital,2024-07-14 15:43:00,2024-07-14 17:36:00,28.14,450.36,1.66,747.6,Wallet,No-show,
421,35,4,City Mall,Hotel,2024-03-08 08:08:00,2024-03-08 10:46:00,26.77,440.97,1.51,665.86,Card,Cancelled,
422,42,3,Airport,Hospital,2024-10-16 21:20:00,2024-10-16 21:46:00,4.45,67.92,1.0,67.92,Wallet,Completed,3
423,27,7,Railway Station,City Mall,2024-06-04 13:59:00,2024-06-04 17:45:00,37.24,599.37,1.0,599.37,Card,Completed,3
424,2,2,City Mall,Bus Stand,2024-11-09 17:38:00,2024-11-09 19:42:00,26.17,336.21,2.33,783.37,Card,Completed,4
425,31,8,Airport,IT Park,2024-12-30 17:11:00,2024-12-30 19:30:00,38.57,575.91,1.59,915.7,Wallet,Cancelled,
426,15,8,College,Hospital,2024-12-09 23:48:00,2024-12-10 00:59:00,10.4,129.13,1.0,129.13,Wallet,Completed,5
427,16,5,Market,Market,2024-08-06 12:02:00,2024-08-06 14:50:00,27.94,491.59,1.0,491.59,Card,Completed,5
428,34,2,Suburb,Bus Stand,2024-11-24 20:50:00,2024-11-24 21:10:00,3.18,37.76,1.0,37.76,Card,Cancelled,
429,26,3,IT Park,College,2024-01-21 16:33:00,2024-01-21 20:22:00,34.78,650.41,1.96,1274.8,Card,Cancelled,
430,28,6,Bus Stand,Railway Station,2024-05-30 16:03:00,2024-05-30 18:44:00,31.51,574.41,1.0,574.41,Card,Completed,3
431,50,5,Suburb,College,2024-10-26 21:44:00,2024-10-26 23:52:00,25.27,357.43,1.34,478.96,Cash,Cancelled,
432,17,3,Hospital,Railway Station,2024-06-14 17:58:00,2024-06-14 20:01:00,32.45,399.52,1.0,399.52,Card,Completed,5
433,46,5,Market,City Mall,2024-07-15 18:32:00,2024-07-15 20:14:00,28.13,345.41,1.0,345.41,Card,Completed,4
434,10,8,City Mall,Suburb,2024-04-01 18:03:00,2024-04-01 19:42:00,19.75,266.15,1.0,266.15,Cash,Completed,3
435,40,8,Suburb,Suburb,2024-05-09 01:31:00,2024-05-09 03:47:00,38.71,594.12,1.0,594.12,Card,Cancelled,
436,43,2,Airport,City Mall,2024-08-31 13:28:00,2024-08-31 13:56:00,4.95,78.21,2.12,165.81,Card,Completed,3
437,4,5,Airport,Railway Station,2024-11-30 11:09:00,2024-11-30 14:04:00,38.64,631.22,1.0,631.22,Wallet,Cancelled,
438,12,4,Market,Hospital,2024-03-23 17:39:00,2024-03-23 20:24:00,30.25,502.11,1.0,502.11,Cash,No-show,
439,6,6,Railway Station,IT Park,2024-06-02 10:57:00,2024-06-02 12:34:00,17.98,207.51,1.0,207.51,Wallet,Completed,3
440,34,2,Bus Stand,Railway Station,2024-07-30 15:44:00,2024-07-30 16:42:00,10.59,121.42,1.0,121.42,Wallet,No-show,
441,47,2,Market,Market,2024-12-18 16:50:00,2024-12-18 21:00:00,44.4,590.41,1.0,590.41,Wallet,Completed,5
442,9,5,Suburb,Airport,2024-11-10 16:33:00,2024-11-10 20:12:00,33.22,497.7,1.0,497.7,Cash,Completed,4
443,2,2,Bus Stand,Suburb,2024-08-26 17:07:00,2024-08-26 19:53:00,33.58,425.08,1.0,425.08,Cash,Completed,4
444,41,1,Hospital,Hospital,2024-04-13 17:16:00,2024-04-13 20:02:00,35.87,482.89,1.0,482.89,Wallet,Completed,5
445,47,2,Airport,City Mall,2024-10-18 17:01:00,2024-10-18 21:14:00,37.69,473.09,1.0,473.09,Wallet,Completed,4
446,10,8,IT Park,Market,2024-11-17 13:55:00,2024-11-17 15:58:00,24.86,340.11,1.0,340.11,Wallet,Completed,5
447,36,2,IT Park,Airport,2024-10-01 01:36:00,2024-10-01 05:02:00,31.32,544.85,1.0,544.85,Wallet,Completed,3
448,25,2,Hospital,Airport,2024-11-16 15:10:00,2024-11-16 18:01:00,26.34,371.83,1.0,371.83,Wallet,Cancelled,
449,27,7,Railway Station,Hospital,2024-02-14 14:15:00,2024-02-14 15:35:00,17.66,311.45,1.0,311.45,Cash,Completed,3
450,50,5,Bus Stand,IT Park,2024-04-13 20:28:00,2024-04-13 22:02:00,23.51,408.89,1.0,408.89,Wallet,Completed,4
451,10,8,Railway Station,Airport,2024-02-20 19:33:00,2024-02-20 22:11:00,30.94,373.19,1.0,373.19,Wallet,Completed,5
452,3,1,IT Park,Suburb,2024-12-17 19:55:00,2024-12-17 20:25:00,5.29,77.95,2.08,162.14,Wallet,Completed,5
453,13,4,Bus Stand,Bus Stand,2024-04-08 09:34:00,2024-04-08 10:42:00,15.38,223.45,1.52,339.64,Cash,Completed,5
454,14,7,Railway Station,IT Park,2024-10-04 11:20:00,2024-10-04 12:43:00,13.29,246.48,1.0,246.48,Card,Completed,3
455,22,2,Hotel,Hotel,2024-10-03 13:08:00,2024-10-03 13:18:00,2.76,50.3,1.0,50.3,Card,Completed,3
456,46,5,Bus Stand,Railway Station,2024-11-01 20:40:00,2024-11-01 23:33:00,37.87,628.45,1.0,628.45,Wallet,Cancelled,
457,37,1,College,Suburb,2024-03-08 07:51:00,2024-03-08 11:55:00,41.51,612.12,1.0,612.12,Card,Completed,4
458,10,8,College,College,2024-11-11 09:23:00,2024-11-11 11:19:00,18.56,308.04,1.0,308.04,Cash,Cancelled,
459,5,3,Hotel,Railway Station,2024-08-31 07:30:00,2024-08-31 09:31:00,21.56,266.62,1.0,266.62,Wallet,Completed,3
460,36,2,City Mall,College,2024-11-28 06:19:00,2024-11-28 08:21:00,24.67,350.48,1.0,350.48,Wallet,Completed,5
461,5,3,City Mall,Railway Station,2024-06-23 08:44:00,2024-06-23 11:34:00,27.21,470.04,1.0,470.04,Card,Completed,3
462,32,8,Railway Station,Market,2024-02-28 16:29:00,2024-02-28 17:48:00,15.65,184.38,1.0,184.38,Cash,Completed,4
463,44,1,Airport,City Mall,2024-11-01 18:24:00,2024-11-01 19:26:00,15.74,254.36,1.63,414.61,Card,Completed,5
464,29,6,IT Park,Hotel,2024-09-29 09:39:00,2024-09-29 11:41:00,26.64,334.74,1.0,334.74,Wallet,Completed,5
465,6,6,Airport,Airport,2024-10-25 00:32:00,2024-10-25 01:58:00,19.08,229.35,1.0,229.35,Card,Completed,5
466,23,3,Hotel,Hotel,2024-02-26 19:55:00,2024-02-26 20:11:00,2.86,41.34,1.0,41.34,Card,Completed,4
467,14,7,City Mall,City Mall,2024-12-05 08:08:00,2024-12-05 09:10:00,9.69,136.4,1.0,136.4,Cash,Completed,5
468,5,3,Hotel,College,2024-11-27 01:46:00,2024-11-27 06:22:00,39.99,650.37,1.0,650.37,Card,Completed,3
469,28,6,Market,College,2024-11-15 08:32:00,2024-11-15 09:57:00,19.95,350.33,1.0,350.33,Card,Completed,3
470,46,5,Market,College,2024-09-13 09:59:00,2024-09-13 12:17:00,25.26,352.02,1.0,352.02,Cash,Completed,3
471,10,8,Railway Station,Suburb,2024-09-26 23:48:00,2024-09-27 02:01:00,35.38,520.78,1.0,520.78,Wallet,Cancelled,
472,41,1,Bus Stand,Airport,2024-12-05 22:04:00,2024-12-06 00:56:00,31.26,478.7,1.0,478.7,Wallet,Completed,4
473,30,1,Market,IT Park,2024-09-19 20:36:00,2024-09-20 00:06:00,33.42,480.18,1.0,480.18,Card,Completed,3
474,17,3,College,Railway Station,2024-02-01 17:37:00,2024-02-01 18:33:00,8.85,101.0,1.0,101.0,Card,Completed,4
475,33,7,City Mall,College,2024-02-09 19:17:00,2024-02-09 20:32:00,12.46,198.44,1.69,335.36,Wallet,Completed,5
476,12,4,Market,City Mall,2024-05-13 18:15:00,2024-05-13 20:01:00,22.59,392.95,1.0,392.95,Wallet,Completed,3
477,49,5,Railway Station,Airport,2024-07-30 18:15:00,2024-07-30 21:29:00,30.24,508.27,2.17,1102.95,Card,Completed,4
478,30,1,Hotel,College,2024-07-23 14:30:00,2024-07-23 17:32:00,33.96,577.98,1.0,577.98,Wallet,Completed,5
479,10,8,Railway Station,Bus Stand,2024-09-28 20:00:00,2024-09-28 21:04:00,14.06,244.34,1.0,244.34,Wallet,Completed,3
480,28,6,Hotel,College,2024-11-08 21:54:00,2024-11-08 23:18:00,13.36,175.85,1.0,175.85,Card,Completed,5
481,47,2,Airport,Railway Station,2024-12-10 16:12:00,2024-12-10 19:00:00,24.12,396.09,1.0,396.09,Cash,Completed,3
482,27,7,Market,Railway Station,2024-02-20 15:43:00,2024-02-20 17:16:00,20.9,266.59,1.0,266.59,Cash,Completed,3
483,39,5,City Mall,Hotel,2024-12-02 20:13:00,2024-12-02 23:00:00,42.85,690.08,1.0,690.08,Card,Cancelled,
484,12,4,Hospital,IT Park,2024-02-26 17:16:00,2024-02-26 18:55:00,14.31,233.02,1.98,461.38,Card,Cancelled,
485,50,5,Suburb,Market,2024-02-07 09:03:00,2024-02-07 10:23:00,18.15,247.95,2.73,676.9,Wallet,Completed,4
486,12,4,IT Park,Railway Station,2024-11-26 14:09:00,2024-11-26 16:30:00,25.02,361.54,1.0,361.54,Cash,Completed,4
487,5,3,Airport,Hotel,2024-02-06 16:16:00,2024-02-06 19:21:00,35.31,393.71,1.0,393.71,Wallet,Completed,3
488,10,8,Hotel,Railway Station,2024-12-24 10:25:00,2024-12-24 13:24:00,26.5,400.76,1.0,400.76,Card,Completed,4
489,15,8,Hospital,Hospital,2024-01-02 12:44:00,2024-01-02 16:07:00,37.08,550.88,1.0,550.88,Wallet,Cancelled,
490,26,3,Suburb,City Mall,2024-01-29 17:41:00,2024-01-29 18:01:00,5.44,83.11,1.0,83.11,Card,Completed,4
491,3,1,College,Suburb,2024-07-15 17:19:00,2024-07-15 19:50:00,31.77,577.31,1.0,577.31,Card,Completed,5
492,3,1,Bus Stand,College,2024-04-08 02:37:00,2024-04-08 03:51:00,11.87,167.49,1.0,167.49,Cash,Completed,4
493,3,1,Bus Stand,City Mall,2024-06-22 05:50:00,2024-06-22 08:45:00,32.86,468.06,2.28,1067.18,Card,Cancelled,
494,15,8,City Mall,Airport,2024-02-06 03:09:00,2024-02-06 05:40:00,22.77,253.94,1.0,253.94,Card,Completed,3
495,41,1,Market,Market,2024-01-26 20:52:00,2024-01-27 00:41:00,36.03,527.82,2.19,1155.93,Card,Completed,4
496,5,3,City Mall,Hospital,2024-04-13 13:51:00,2024-04-13 16:19:00,37.86,639.96,1.0,639.96,Card,Completed,5
497,49,5,Bus Stand,City Mall,2024-01-24 16:21:00,2024-01-24 16:47:00,4.25,56.06,1.0,56.06,Wallet,Completed,4
498,16,5,Railway Station,Airport,2024-10-24 04:06:00,2024-10-24 06:58:00,35.91,576.63,1.0,576.63,Cash,Completed,4
499,12,4,City Mall,IT Park,2024-02-15 17:37:00,2024-02-15 21:45:00,40.08,574.34,1.0,574.34,Card,Completed,3
500,29,6,Hospital,Hotel,2024-07-29 08:11:00,2024-07-29 11:22:00,28.06,317.11,2.05,650.08,Cash,Completed,4
501,36,2,Suburb,IT Park,2024-04-30 08:33:00,2024-04-30 13:38:00,43.99,701.7,1.0,701.7,Cash,Completed,4
502,13,4,Airport,Hospital,2024-02-27 18:43:00,2024-02-27 21:18:00,38.2,698.75,1.0,698.75,Wallet,Cancelled,
503,14,7,College,Bus Stand,2024-08-10 09:39:00,2024-08-10 13:45:00,36.52,623.3,2.41,1502.15,Cash,Completed,3
504,5,3,Hospital,Suburb,2024-04-30 18:37:00,2024-04-30 21:34:00,26.72,383.5,1.0,383.5,Cash,Completed,3
505,16,5,Market,College,2024-07-30 20:24:00,2024-07-30 22:52:00,40.27,466.66,1.0,466.66,Card,Completed,3
506,25,2,City Mall,Railway Station,2024-07-10 07:46:00,2024-07-10 08:21:00,9.95,137.99,1.8,248.38,Wallet,Completed,4
507,30,1,Market,Bus Stand,2024-08-02 08:21:00,2024-08-02 09:36:00,11.06,147.78,2.49,367.97,Card,Cancelled,
508,6,6,Suburb,Suburb,2024-07-29 19:31:00,2024-07-29 22:50:00,39.01,496.66,1.0,496.66,Wallet,Completed,4
509,28,6,Airport,College,2024-10-23 08:59:00,2024-10-23 10:34:00,27.24,332.1,1.0,332.1,Card,No-show,
510,3,1,Bus Stand,Airport,2024-08-05 15:30:00,2024-08-05 17:51:00,36.72,608.57,1.0,608.57,Wallet,Completed,3
511,14,7,College,Market,2024-03-08 11:15:00,2024-03-08 13:48:00,29.67,347.91,1.0,347.91,Card,Completed,5
512,2,2,Airport,Railway Station,2024-08-20 14:08:00,2024-08-20 18:15:00,39.53,563.02,1.0,563.02,Wallet,Completed,4
513,45,5,Railway Station,Market,2024-06-19 15:18:00,2024-06-19 17:34:00,20.03,263.56,1.0,263.56,Wallet,Completed,3
514,48,2,Airport,Hospital,2024-01-29 15:58:00,2024-01-29 17:57:00,30.85,558.5,1.0,558.5,Wallet,Completed,5
515,12,4,Railway Station,College,2024-11-27 16:04:00,2024-11-27 17:47:00,25.89,445.01,1.0,445.01,Card,Completed,5
516,45,5,College,College,2024-04-17 18:48:00,2024-04-17 19:38:00,11.31,156.32,2.32,362.66,Card,Completed,4
517,34,2,Railway Station,Suburb,2024-03-03 14:34:00,2024-03-03 17:49:00,31.01,473.3,2.23,1055.46,Wallet,Cancelled,
518,6,6,Bus Stand,Airport,2024-02-11 12:11:00,2024-02-11 13:34:00,14.04,261.89,1.71,447.83,Wallet,Completed,3
519,27,7,Suburb,Bus Stand,2024-12-15 15:08:00,2024-12-15 16:27:00,22.11,317.52,1.0,317.52,Wallet,Completed,3
520,27,7,College,College,2024-10-23 11:41:00,2024-10-23 15:09:00,35.73,531.99,1.0,531.99,Wallet,Completed,5
521,37,1,Airport,City Mall,2024-03-08 20:19:00,2024-03-08 21:20:00,8.97,117.33,1.0,117.33,Wallet,Cancelled,
522,19,8,City Mall,City Mall,2024-08-21 22:39:00,2024-08-22 01:46:00,41.7,696.16,1.0,696.16,Card,No-show,
523,8,6,Hospital,Hospital,2024-01-22 23:36:00,2024-01-23 00:05:00,7.0,91.58,1.0,91.58,Card,Completed,3
524,24,8,Hospital,City Mall,2024-08-17 15:10:00,2024-08-17 17:42:00,24.71,295.83,2.7,798.74,Cash,Cancelled,
525,48,2,Market,City Mall,2024-10-06 22:21:00,2024-10-07 01:45:00,29.66,396.39,1.0,396.39,Card,Cancelled,
526,47,2,Airport,Hotel,2024-08-14 11:07:00,2024-08-14 13:19:00,33.33,606.65,1.0,606.65,Card,Completed,4
527,15,8,Suburb,Airport,2024-08-16 11:20:00,2024-08-16 11:41:00,3.89,62.75,1.0,62.75,Cash,Completed,4
528,35,4,Hospital,Hotel,2024-08-16 17:05:00,2024-08-16 21:11:00,43.95,622.13,1.0,622.13,Card,Completed,3
529,46,5,Railway Station,Suburb,2024-08-06 11:23:00,2024-08-06 11:32:00,2.03,27.93,1.0,27.93,Wallet,Completed,5
530,48,2,Market,Railway Station,2024-07-31 19:18:00,2024-07-31 20:10:00,8.62,145.02,1.0,145.02,Card,Completed,5
531,14,7,Railway Station,Airport,2024-06-04 14:55:00,2024-06-04 17:39:00,24.35,333.19,1.0,333.19,Wallet,Completed,4
532,41,1,IT Park,Bus Stand,2024-05-19 12:35:00,2024-05-19 14:05:00,21.6,335.74,1.0,335.74,Wallet,Cancelled,
533,3,1,College,Railway Station,2024-06-03 19:19:00,2024-06-03 20:51:00,22.99,388.96,2.49,968.51,Wallet,Completed,5
534,27,7,Market,Hospital,2024-04-01 14:44:00,2024-04-01 17:46:00,29.55,331.77,1.0,331.77,Card,Completed,3
535,31,8,Market,Airport,2024-10-16 13:16:00,2024-10-16 16:06:00,28.82,426.78,1.0,426.78,Wallet,Completed,5
536,11,5,Hotel,Hospital,2024-10-24 06:20:00,2024-10-24 08:02:00,21.56,356.74,1.0,356.74,Cash,Completed,4
537,19,8,Market,City Mall,2024-05-29 15:59:00,2024-05-29 16:26:00,4.84,60.74,1.0,60.74,Card,Cancelled,
538,21,1,City Mall,Airport,2024-06-10 19:43:00,2024-06-10 22:36:00,36.29,478.0,1.0,478.0,Card,Completed,4
539,34,2,Suburb,Suburb,2024-05-24 11:31:00,2024-05-24 12:50:00,19.42,356.69,1.0,356.69,Card,Completed,5
540,40,8,Railway Station,City Mall,2024-12-19 19:33:00,2024-12-19 23:34:00,38.3,639.62,1.0,639.62,Cash,Completed,3
541,31,8,City Mall,IT Park,2024-06-27 10:23:00,2024-06-27 11:15:00,7.55,109.74,1.0,109.74,Cash,Completed,4
542,48,2,Railway Station,Airport,2024-03-01 08:54:00,2024-03-01 12:33:00,31.7,523.19,1.61,842.34,Wallet,Completed,3
543,49,5,Airport,Railway Station,2024-08-08 04:06:00,2024-08-08 04:22:00,2.93,47.7,1.0,47.7,Wallet,Completed,4
544,43,2,Railway Station,City Mall,2024-01-06 18:50:00,2024-01-06 19:18:00,6.89,108.96,1.0,108.96,Wallet,Completed,3
545,38,4,Market,Airport,2024-06-27 11:54:00,2024-06-27 13:35:00,23.28,391.77,1.0,391.77,Card,Completed,3
546,14,7,Bus Stand,College,2024-04-08 22:10:00,2024-04-09 02:51:00,40.72,622.89,1.0,622.89,Wallet,Completed,3
547,45,5,Hotel,Railway Station,2024-10-28 08:43:00,2024-10-28 12:11:00,43.16,537.2,1.0,537.2,Wallet,Completed,3
548,8,6,IT Park,College,2024-08-26 07:08:00,2024-08-26 08:35:00,23.07,320.44,2.38,762.65,Card,Completed,4
549,48,2,Hospital,City Mall,2024-06-08 17:53:00,2024-06-08 19:19:00,20.81,321.13,2.58,828.52,Cash,Completed,4
550,44,1,City Mall,Railway Station,2024-09-08 17:25:00,2024-09-08 19:05:00,20.56,334.48,1.52,508.41,Wallet,Completed,3
551,13,4,Market,Market,2024-06-22 08:54:00,2024-06-22 13:23:00,44.59,534.28,1.0,534.28,Wallet,Completed,5
552,49,5,City Mall,College,2024-11-25 21:22:00,2024-11-25 23:11:00,22.2,351.32,1.0,351.32,Cash,Completed,4
553,8,6,College,Airport,2024-05-08 14:14:00,2024-05-08 16:04:00,28.83,348.18,1.0,348.18,Card,Completed,3
554,25,2,College,Suburb,2024-11-05 17:09:00,2024-11-05 18:34:00,14.67,234.51,1.0,234.51,Wallet,Completed,4
555,43,2,Hotel,Railway Station,2024-09-11 14:16:00,2024-09-11 16:31:00,25.1,438.64,1.0,438.64,Wallet,Completed,3
556,29,6,City Mall,College,2024-06-10 19:28:00,2024-06-10 21:47:00,21.5,242.15,1.0,242.15,Wallet,Completed,5
557,9,5,College,Bus Stand,2024-06-08 18:31:00,2024-06-08 21:39:00,34.73,540.08,1.0,540.08,Card,Completed,4
558,33,7,IT Park,Hospital,2024-01-29 12:31:00,2024-01-29 15:10:00,27.21,381.55,1.0,381.55,Cash,Cancelled,
559,2,2,Hospital,Hotel,2024-10-29 04:53:00,2024-10-29 06:29:00,17.44,304.79,1.0,304.79,Cash,Cancelled,
560,28,6,Railway Station,Railway Station,2024-06-25 23:26:00,2024-06-26 00:39:00,16.78,273.34,1.0,273.34,Wallet,Completed,5
561,8,6,IT Park,Airport,2024-06-21 08:34:00,2024-06-21 10:00:00,15.69,230.44,1.0,230.44,Wallet,Cancelled,
562,38,4,Suburb,Hospital,2024-01-12 23:24:00,2024-01-13 01:05:00,26.31,357.27,1.0,357.27,Wallet,Completed,5
563,33,7,Suburb,IT Park,2024-12-07 11:39:00,2024-12-07 13:19:00,14.53,272.52,2.25,613.17,Wallet,Completed,5
564,4,5,Hospital,IT Park,2024-06-01 23:25:00,2024-06-02 03:04:00,36.5,583.88,1.0,583.88,Cash,Completed,5
565,37,1,Bus Stand,Hospital,2024-09-28 14:13:00,2024-09-28 15:40:00,16.61,192.9,1.0,192.9,Card,Completed,5
566,27,7,Market,College,2024-07-24 09:32:00,2024-07-24 11:38:00,21.22,363.02,1.33,482.82,Card,Cancelled,
567,43,2,Airport,Bus Stand,2024-08-27 09:40:00,2024-08-27 11:43:00,24.67,392.63,1.0,392.63,Card,Completed,5
568,24,8,Railway Station,Suburb,2024-08-24 07:09:00,2024-08-24 09:56:00,33.97,581.71,1.0,581.71,Wallet,Cancelled,
569,18,3,IT Park,College,2024-05-26 17:16:00,2024-05-26 19:08:00,31.38,404.46,1.52,614.78,Wallet,Cancelled,
570,36,2,Airport,College,2024-08-11 12:57:00,2024-08-11 13:16:00,3.11,38.17,1.69,64.51,Cash,Completed,3
571,4,5,Railway Station,Hotel,2024-02-12 10:19:00,2024-02-12 13:32:00,39.22,713.98,1.0,713.98,Card,Completed,5
572,16,5,Bus Stand,IT Park,2024-02-27 16:32:00,2024-02-27 21:01:00,42.08,638.59,1.0,638.59,Wallet,Cancelled,
573,6,6,Suburb,Hotel,2024-05-01 16:49:00,2024-05-01 20:11:00,36.59,498.88,1.0,498.88,Card,Completed,5
574,10,8,Hospital,Bus Stand,2024-02-24 08:17:00,2024-02-24 10:04:00,20.62,268.77,1.0,268.77,Wallet,Completed,3
575,31,8,Airport,Market,2024-12-15 09:17:00,2024-12-15 13:15:00,39.76,735.39,1.0,735.39,Cash,Cancelled,
576,48,2,Hospital,Railway Station,2024-12-05 19:03:00,2024-12-05 21:27:00,31.54,545.97,2.13,1162.92,Card,No-show,
577,16,5,IT Park,Suburb,2024-08-14 12:58:00,2024-08-14 17:48:00,43.29,797.4,1.0,797.4,Card,Completed,3
578,29,6,College,College,2024-11-19 10:51:00,2024-11-19 12:57:00,34.85,496.62,1.0,496.62,Wallet,Cancelled,
579,22,2,Hospital,College,2024-08-04 20:52:00,2024-08-04 21:21:00,5.87,72.1,1.4,100.94,Cash,Completed,5
580,49,5,Railway Station,City Mall,2024-01-27 17:11:00,2024-01-27 19:55:00,28.91,500.96,1.9,951.82,Card,Completed,3
581,34,2,City Mall,IT Park,2024-11-28 18:54:00,2024-11-28 21:12:00,27.34,390.48,1.0,390.48,Card,Cancelled,
582,44,1,Suburb,Airport,2024-10-30 19:51:00,2024-10-30 20:58:00,13.76,160.65,1.0,160.65,Cash,Completed,5
583,36,2,Airport,Hotel,2024-11-27 16:14:00,2024-11-27 19:05:00,40.95,769.57,1.0,769.57,Card,Completed,3
584,28,6,College,Railway Station,2024-11-03 09:05:00,2024-11-03 11:38:00,43.17,533.62,1.0,533.62,Card,Completed,4
585,46,5,Market,Suburb,2024-04-14 08:55:00,2024-04-14 11:53:00,36.88,484.22,1.0,484.22,Wallet,Completed,3
586,47,2,Hospital,Market,2024-12-12 08:11:00,2024-12-12 10:00:00,19.27,234.47,1.69,396.25,Wallet,Cancelled,
587,6,6,Market,IT Park,2024-01-06 14:55:00,2024-01-06 16:28:00,15.56,257.43,1.0,257.43,Cash,Completed,5
588,7,2,Airport,Airport,2024-10-12 06:21:00,2024-10-12 10:17:00,42.0,620.23,1.0,620.23,Wallet,Completed,5
589,33,7,IT Park,City Mall,2024-11-13 12:25:00,2024-11-13 15:48:00,30.7,370.18,1.0,370.18,Card,Completed,3
590,32,8,College,IT Park,2024-06-22 20:08:00,2024-06-22 20:31:00,5.4,90.08,1.0,90.08,Wallet,Completed,3
591,28,6,City Mall,Bus Stand,2024-05-24 20:16:00,2024-05-24 23:22:00,28.16,481.33,1.77,851.95,Wallet,Completed,4
592,4,5,College,Airport,2024-04-06 07:14:00,2024-04-06 07:50:00,9.47,139.8,2.0,279.6,Wallet,Cancelled,
593,23,3,City Mall,City Mall,2024-12-29 16:29:00,2024-12-29 17:59:00,22.95,407.75,1.0,407.75,Card,Completed,4
594,18,3,Suburb,College,2024-10-15 20:37:00,2024-10-15 21:21:00,10.74,203.89,2.45,499.53,Cash,Cancelled,
595,22,2,Railway Station,College,2024-01-14 09:43:00,2024-01-14 10:09:00,6.81,95.26,1.0,95.26,Wallet,Completed,3
596,30,1,Market,City Mall,2024-11-17 22:38:00,2024-11-18 01:11:00,30.12,410.7,2.23,915.86,Card,Cancelled,
597,4,5,Suburb,Hotel,2024-11-25 09:51:00,2024-11-25 10:09:00,3.92,45.34,1.0,45.34,Cash,Completed,3
598,2,2,IT Park,Market,2024-04-16 08:49:00,2024-04-16 10:05:00,19.0,307.37,1.0,307.37,Card,Completed,4
599,23,3,Railway Station,Hotel,2024-12-06 07:23:00,2024-12-06 09:25:00,23.8,355.02,1.0,355.02,Wallet,Completed,4
600,40,8,City Mall,College,2024-04-05 13:27:00,2024-04-05 14:05:00,5.54,83.69,1.0,83.69,Card,Completed,5
601,41,1,IT Park,Suburb,2024-11-27 15:18:00,2024-11-27 17:35:00,21.87,254.42,1.0,254.42,Card,Completed,3
602,28,6,College,Market,2024-05-31 16:35:00,2024-05-31 16:53:00,4.83,54.87,1.0,54.87,Wallet,Completed,3
603,23,3,Hotel,Airport,2024-05-10 16:49:00,2024-05-10 19:05:00,23.4,278.73,1.0,278.73,Cash,Completed,3
604,27,7,Suburb,City Mall,2024-12-26 09:37:00,2024-12-26 13:05:00,33.0,562.94,1.0,562.94,Cash,Completed,3
605,48,2,Hotel,Market,2024-11-05 09:43:00,2024-11-05 10:08:00,6.13,93.64,1.48,138.59,Wallet,Completed,5
606,20,5,City Mall,Airport,2024-11-12 19:39:00,2024-11-12 21:02:00,17.19,281.75,1.0,281.75,Card,Completed,3
607,8,6,Bus Stand,Suburb,2024-01-09 17:12:00,2024-01-09 20:56:00,38.87,492.63,1.0,492.63,Cash,Completed,5
608,20,5,Market,Suburb,2024-08-25 07:27:00,2024-08-25 07:43:00,2.45,30.21,2.35,70.99,Card,Completed,4
609,19,8,College,Market,2024-10-18 19:25:00,2024-10-18 19:47:00,3.72,41.15,1.0,41.15,Card,No-show,
610,47,2,College,Suburb,2024-10-10 23:02:00,2024-10-11 01:08:00,22.71,338.12,1.0,338.12,Cash,Completed,5
611,34,2,Railway Station,College,2024-01-10 12:20:00,2024-01-10 14:47:00,25.57,336.06,1.0,336.06,Card,Cancelled,
612,42,3,Bus Stand,Suburb,2024-06-26 13:27:00,2024-06-26 13:37:00,2.41,32.06,1.0,32.06,Card,Completed,3
613,44,1,Hospital,College,2024-06-22 21:54:00,2024-06-23 01:42:00,38.15,620.15,1.74,1079.06,Card,No-show,
614,40,8,College,IT Park,2024-04-16 09:47:00,2024-04-16 10:14:00,5.25,78.03,1.53,119.39,Card,Cancelled,
615,14,7,Bus Stand,Airport,2024-10-12 04:01:00,2024-10-12 05:11:00,17.11,223.91,1.0,223.91,Cash,Cancelled,
